Stage Name,Full Name,Korean Name,Date of Birth,Country,Group,Gender,,
Lai Kuanlin,Lai Kuanlin,라이관린,23/09/2001,Taiwan,Wanna One,M,,
Laon,Shin Kyuhyun,신규현,19/12/1995,South Korea,ENOi,M,,
Lara,Moon Shinae,문신애,09/08/2000,South Korea,Dreamnote,F,,
Laun,Kim Minseok,김민석,12/08/1999,South Korea,,Seongsan,M,
Lay,Zhang Yixing,장이씽,07/10/1991,China,EXO,M,,
Layeon,Lee Jimin,이지민,13/08/1998,South Korea,Purplebeck,F,,
LE,Ahn Hyejin,안효진,10/12/1991,South Korea,EXID,F,,
Lea,Ogawa Mizuki,오가와 미즈키,12/08/1995,Japan,SECRET NUMBER,F,,
Lee Haein,Lee Haein,이해인,04/07/1992,South Korea,I.B.I,F,,
Lee Hoo,Moon Junyoung,이후,09/02/1989,South Korea,ZE:A,M,,
Lee Hyeop,Lee Hyeop,이협,13/08/1999,South Korea,DRIPPIN,M,,
Lee Jin,Shim Yerin,심예린,12/03/2001,South Korea,Hi-L,F,,
Lee Joon,Lee Changseon,이창선,07/02/1988,South Korea,,Seoul,M,
Lee Know,Lee Minho,이민호,25/10/1998,South Korea,Stray Kids,M,,
Lee Soo,Jin Isoo,진이수,27/06/2001,South Korea,PRECIOUS,F,,
Lee Suhyun,Lee Suhyun,이수현,05/11/1996,South Korea,I.B.I,F,,
Leean,Jang Leean,정이안,09/10/2009,South Korea,Hearts2Hearts,F,,
Leedo,Kim Geonhak,김건학,26/07/1997,South Korea,Oneus,M,,
Leehan,Kim Donghyun,김동현,20/10/2004,South Korea,BOYNEXTDOOR,M,,
Leejeong,Jeon Leejeong,정이정,08/09/2003,South Korea,WHIB,M,,
Leeseo,Lee Hyunseo,이현서,21/02/2007,South Korea,IVE,F,,
Leeteuk,Park Jeongsu,박정수,01/07/1983,South Korea,Super Junior,M,,
Leia,Larissa Kartes,라리사 카르치스,14/05/2001,South Korea,Blackswan,F,,
Lena,Kang Rena,강레나,17/04/2002,South Korea,GWSN,F,,
Leo,Jung Taekwon,정택운,10/11/1990,South Korea,VIXX,M,,
Leo,Hayase Leo,하야세 레오,08/10/2002,Japan,T1419,M,,
Leo,,리오,15/06/2002,Hong Kong,XODIAC,M,,
Leon,Kim Donghyun,김동현,25/07/2000,South Korea,TRENDZ,M,,
Lew,Lee Euiwoong,이의웅,05/04/2001,South Korea,TEMPEST,M,,
Lex,Jeon Hyungmin,전형민,12/01/1993,South Korea,Bigflo,M,,
Lex,Zo Doohyun,조두현,16/03/2000,South Korea,XODIAC,M,,
Lia,Choi Jisu,최지수,21/07/2000,South Korea,ITZY,F,,
Lien,Shimada Sho,시마다 쇼,11/03/1998,Japan,Mirae,M,,
Lily,Lily Jin Morrow,릴리 진 머로우,17/10/2002,Australia,NMIXX,F,,
Lim Jimin,Lim Jimin,임지민,22/05/2001,South Korea,JUST B,M,,
Lime,Kim Hyerim,김혜림,19/01/1993,South Korea,Hello Venus,F,,
Lin Lin,Huang Ziting,황자정,05/07/2003,Taiwan,,FP,,F
Lina,Oh Sejin,오세진,27/07/1997,South Korea,ANS,F,,
Lina,Oh Hyesoo,오혜수,23/05/1997,South Korea,RedSquare,F,,
Ling Qi,Ling Qi,링치,04/06/2002,China,FANTASY BOYS,M,,
Linzy,Im Minji,임민지,22/10/1989,South Korea,Fiestar,F,,
Lisa,Pranpriya Manoban,쁘란쁘리야 마노반,27/03/1997,Thailand,BLACKPINK,F,,
Liv,Kim Chaeyoung,김채영,05/07/1997,South Korea,IRRIS,F,,
Liv,Jin Kyungeun,진경은,11/10/2006,South Korea,RESCENE,F,,
Liyah,Moon Liya,문리야,11/05/2000,South Korea,MIXX,F,,
Liz,Kim Jiwon,김지원,21/11/2004,South Korea,IVE,F,,
Lizzy,Park Sooyoung,박수영,31/07/1992,South Korea,After School,F,,
Loha,Kang Yejin,강예진,27/12/2001,South Korea,Nature,F,,
Lola,Choi Yoojung,최유정,22/02/2001,South Korea,Pixy,F,,
Longguo,Jin Longguo,진룽궈,02/03/1996,China,JBJ,M,,
Lou,Kim Hosung,김호성,21/12/1996,South Korea,VAV,M,,
Loudi,Won Jihoon,원지훈,13/04/1996,Indonesia,14U,M,,
Louii,Park Seonghoon,박성훈,06/03/2004,South Korea,HAWW,M,,
Louis,Kim Taewoo,김태우,23/04/1999,South Korea,BLANK2Y,M,,
Louis,Yang Dongsik,양동식,08/04/2001,South Korea,Kingdom,M,,
Love,Park Jisung,박지성,17/01/1994,South Korea,,Guangzhou,M,
Lu,Im Hayoung,임하영,03/12/1997,South Korea,NATURE,F,,
LuA,Jo Hankyeung,조한경,14/09/1991,South Korea,BADKIZ,F,,
Lua,Kim Sookyung,김수경,06/10/2000,South Korea,Weki Meki,F,,
Lua,,루아,30/01/2002,South Korea,,FP,F,
Lucas,Wong Junghei,웡육헤이,25/01/1999,Hong Kong,SuperM,M,,
Lucy,Noh Hyojung,노효정,31/08/2002,South Korea,Weki Meki,F,,
Lucy,Kim Daeun,김대은,09/04/2004,South Korea,woo!ah!,F,,
Luda,Lee Luda,이루다,06/03/1997,South Korea,WJSN,F,,
Luha,Lee Gyeonghun,이경훈,15/02/1993,South Korea,14U,M,,
Luhan,Lu Han,루한,20/04/1990,China,,Beijing,M,
Luna,Park Sunyoung,박선영,12/08/1993,South Korea,f(x),F,,
Lune,Jung Sungmin,정성민,27/02/2000,South Korea,DKB,M,,
Lutan,Choi Gyeongseok,최경석,06/12/2003,South Korea,BLITZERS,M,,
Lynn,Kawakami Rin,카와카미 린,12/04/2006,Japan,tripleS,F,,
Mackiyah,Mackiah Yejun Mercer,마카야 예준 머서,21/01/2006,Australia,AMPERS&ONE,M,,
Manny,Syo Dongchun,쇼동청,17/11/2001,China,VARSITY,M,,
Marco,Lee Hyunggeun,이형근,11/05/1994,South Korea,Hot Blood Youth,M,,
Marin,Yasufuku Marin,야스후쿠 마린,17/03/2001,Japan,Bling Bling,F,,
Mark,Mark Lee,마크 리,02/08/1999,Canada,"NCT U, NCT 127, NCT Dream, SuperM",M,,
Mark,Mark Yien Tuan,마크 이엔 투안,04/09/1993,USA,GOT7,M,,
Mashiho,Takata Mashiho,타카타 마시호,25/03/2001,Japan,Treasure,M,,
Mashiro,Sakamoto Mashiro,사카모토 마시로,16/12/1999,Japan,Madein,Kep1er,F,
Matthew,Seok Matthew,석매튜,28/05/2002,Canada,ZEROBASEONE,M,,
Max Changmin,Shim Changmin,심창민,18/02/1988,South Korea,TVXQ,M,,
May,Jeong Chaeyoung,정채영,27/07/2001,South Korea,,F,,
May,Hirokawa Mao,히로카와 마오,16/11/2004,Japan,Cherry Bullet,F,,
May,Lee Yebin,이예빈,19/08/2008,South Korea,RESCENE,F,,
Mayna,Simone Shaoxi Mengna,시몬느 샤오시 멍나,12/05/2000,China,HOT ISSUE,F,,
Mayu,Kouma Mayu,코우마 마유,12/05/2001,Japan,tripleS,F,,
Medic Jin,Bae Yujin,배유진,25/08/1996,South Korea,Girlkind,F,,
Meiqi,Meng Meiqi,멍메이치,15/10/1998,China,,F,,
Mia,Son Hyunmi,손현미,31/12/1997,South Korea,MIXX,F,,
Mia,Han Eunji,한은지,13/01/2000,South Korea,Everglow,F,,
Mihee,Lee Mihee,이미희,24/08/2000,South Korea,BOTOPASS,F,,
Mijoo,Lee Mijoo,이미주,23/09/1994,South Korea,Lovelyz,F,,
Mika,Yu Dahyun,유다현,08/01/2002,South Korea,Geenius,F,,
Mikey,Morisaki Daisuke,모리사키 다이스케,05/05/2001,Japan,BLANK2Y,M,,
Miko,Matsuda Miko,마츠다 미코,28/10/1995,Japan,Honey Popcorn,F,,
Miku,Katae Miku,카타에 미쿠,09/10/2002,Japan,Pink Fantasy,F,,
Mill,Lee Yongsoo,이용수,30/03/1999,South Korea,OnlyOneOf,M,,
Milo,Kim Minhak,김민학,20/08/1996,South Korea,Romeo,M,,
Mimi,Jung Mimi,정미미,01/01/1993,South Korea,Gugudan,F,,
Mimi,Kim Mihyun,김미현,01/05/1995,South Korea,Oh My Girl,F,,
Min,Lee Minyoung,이민영,21/06/1991,South Korea,miss A,F,,
Min,Lee Mincheon,이민천,16/10/1997,South Korea,We In The Zone,M,,
Mina,Kwon Mina,권민아,21/09/1993,South Korea,,F,,
Mina,Myoui Mina,묘이 미나,24/03/1997,Japan,Twice,MISAMO,F,
Mina,Kang Mina,강미나,04/12/1999,South Korea,Gugudan,Gugudan Oguogu,F,
Minah,Bang Minah,방민아,13/05/1993,South Korea,Girl's Day,F,,
Minami,Ito Minami,이토 미나미,29/11/2006,Japan,RESCENE,F,,
Minchan,Hong Minchan,홍민찬,16/09/1998,South Korea,Verivery,M,,
Mingi,Son Mingi,송민기,09/08/1999,South Korea,ATEEZ,M,,
Mingyu,Kim Mingyu,김민규,06/04/1997,South Korea,Seventeen,M,,
Minha,Park Minha,박민하,27/06/1991,South Korea,,F,,
Minhee,Joo Minhee,주민희,03/01/1993,South Korea,Stellar,F,,
Minhee,Kang Minhee,강민희,17/09/2002,South Korea,CRAVITY,M,,
Minho,Choi Minho,최민호,09/12/1991,South Korea,SHINee,M,,
Minho,Lee Minho,이민호,04/09/1995,South Korea,MY.st,M,,
Minho,Yang Minho,양민호,14/10/2002,South Korea,8TURN,M,,
Minhwan,Choi Minhwan,최민환,11/11/1992,South Korea,FTISLAND,M,,
Minhyuk,Lee Minhyuk,이민혁,29/11/1990,South Korea,BtoB,M,,
Minhyuk,Lee Minhyuk,이민혁,03/11/1993,South Korea,MONSTA X,M,,
Minhyuk,Kang Minhyuk,강민혁,28/06/1991,South Korea,CNBLUE,M,,
Minhyuk,Kim Minhyuk,김민혁,06/11/1999,South Korea,D-CRUNCH,M,,
Minhyuk,Yoon Minhyuk,윤민혁,11/07/2001,South Korea,WEUS,M,,
Minhyun,Hwang Minhyun,황민현,09/08/1995,South Korea,NU'EST,NU'EST,M,
Mini,민이,12/06/2000,South Korea,Purplebeck,F,,,
Minjae,Seong Minjae,성민재,18/12/1994,South Korea,Sonamoo,F,,
Minjae,Shin Minjae,신민재,13/08/1991,South Korea,Tahiti,F,,
Minjae,Jo Minjae,조민재,08/08/1994,South Korea,Spectrum,M,,
Minjae,Song Minjae,송민재,23/08/2003,South Korea,MCND,M,,
Minjae,Kim Minjae,김민재,10/04/2003,South Korea,xikers,M,,
Minjae,Baek Minjae,백민재,09/07/2003,South Korea,DXMON,M,,
Minji,Kim Minji,김민지,16/01/2001,South Korea,Busters,F,,
Minji,Kim Minji,김민지,07/05/2004,South Korea,NewJeans,F,,
Minji,Park Minji,박민지,31/03/1999,South Korea,SECRET NUMBER,F,,
Minjoo,Kim Minjoo,김민주,05/02/2001,South Korea,IZ*ONE,F,,
Minju,Kang Minjoo,강민주,11/03/2001,South Korea,GWSN,F,,
Minju,Seo Minju,서민주,29/09/2003,South Korea,KELT9b,F,,
Minju,Park Minju,박민주,11/05/2004,South Korea,ILLIT,F,,
Minjun,Kim Minjun,김민준,26/02/1999,South Korea,NINE.i,M,,
Minjung,Cha Minjung,차민정,15/07/2004,South Korea,,F,,
Minkyung,Kang Minkyung,강민경,03/08/1990,South Korea,Davichi,F,,
Minnie,Nicha Yontararak,니차 욘타라락,23/10/1997,Thailand,(G)I-DLE,F,,
Mino,Song Minho,송민호,30/03/1993,South Korea,WINNER,M,,
Minpyo,Gook Minpyo,국민표,15/11/1994,South Korea,B.I.G,M,,
Minseo,Kim Minseo,김민서,12/08/2004,South Korea,woo!ah!,F,,
Minseo,Park Minseo,박민서,21/03/2003,South Korea,Saturday,F,,
Minseo,Kim Minseo,김민서,13/05/2002,South Korea,DRIPPIN,M,,
Minseo,Kang Minseo,강민서,22/07/2001,South Korea,FANTASY BOYS,M,,
Minsu,Park Minsu,김민수,15/04/1993,South Korea,Boys Republic,M,,
Minsu,Kim Minsu,김민수,20/03/2000,South Korea,TOO,M,,
Minsung,Kim Minhwi,김민휘,24/12/1996,South Korea,Romeo,M,,
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,23/06/1994,Thailand,Tiny-G,F,,
Minwoo,No Minwoo,노민우,31/07/1995,South Korea,Boyfriend,M,,
Minwoo,Ha Minwoo,하민우,06/09/1990,South Korea,ZE:A,M,,
Minwoo,Lee Minwoo,이민우,28/07/1979,South Korea,Shinhwa,M,,
Minwoo†,Seo Minwoo,서민우,08/02/1985,South Korea,100%,M,,
Minyong,Kang Minyong,강민용,06/09/2003,South Korea,HAWW,M,,
Minyoung,Kim Minyeong,김민영,12/09/1990,South Korea,Brave Girls,F,,
Minzy,Kong Minji,공민지,18/01/1994,South Korea,2NE1,F,,
Mir,Bang Cheolyong,방철용,10/03/1991,South Korea,MBLAQ,M,,
Mir,Lee Yoonsang,이윤상,06/03/2000,South Korea,Astin,M,,
Mire,Su Mire,수미레,26/03/2006,Japan,TRI.BE,F,,
Miryo,Jo Mihye,조미혜,02/11/1981,South Korea,Brown Eyed Girls,F,,
Miso,Park Miso,박미소,04/04/1991,South Korea,Tahiti,F,,
Miso,Park Jihyun,박지현,16/09/1996,South Korea,P.O.P,F,,
Miso,Jeon Jimin,전지민,25/10/2000,South Korea,Dreamnote,F,,
MiU,Ito Miyu,이토 미유,09/01/2003,Japan,Madein,LIMELIGHT,F,
Miya,Miyauchi Haruka,미야우치 하루카,26/05/1993,Japan,GWSN,F,,
Miyeon,Jo Miyeon,조미연,31/01/1997,South Korea,(G)I-DLE,F,,
MJ,Kim Myungjun,김명준,05/03/1994,South Korea,ASTRO,M,,
MK,Park Minkyun,박민균,16/11/1995,South Korea,ONF,M,,
Moka,Sakai Moka,사카이 모카,08/10/2004,Japan,ILLIT,F,,
Moko,Sakura Moko,사쿠라 모코,19/03/1991,Japan,Honey Popcorn,F,,
Momo,Hirai Momo,히라이 모모,09/11/1996,Japan,Twice,MISAMO,F,
Momoka,Matsuda Momoka,마쓰다 모모카,26/12/2000,Japan,Pink Fantasy,F,,
Monday,Kim Jimin,김지민,10/05/2002,South Korea,Weeekly,F,,
Monika,Kang Yeh,강예,21/05/1991,South Korea,BADKIZ,F,,
Moon Sua,Moon Sua,문수아,09/09/1999,South Korea,Billlie,F,,
MoonBin,Moon Bin,문빈,26/01/1998,South Korea,,M,,
Moonbyul,Moon Byulyi,문별이,22/12/1992,South Korea,Mamamoo,F,,
Moonhee,Choi Moonhee,최문희,15/04/1997,South Korea,Bonus Baby,F,,
Moonvok,Jang Moonvok,장문복,11/04/1995,South Korea,Limitless,M,,
Mu,Suh Kyungmin,서경민,14/09/2003,South Korea,EPEX,M,,
Mujin,Ko Sungho,고성호,20/11/2000,South Korea,Kingdom,M,,
Munik,Jang Moonik,장문익,20/03/2001,South Korea,Dongkiz,M,,
Muzin,Kim Hyunwoo,김현우,29/03/2001,South Korea,BAE173,M,,
Myungho,Ji Myungho,지명호,12/10/2001,South Korea,8TURN,M,,
Myungji,Kim Myungji,김명지,09/10/1997,South Korea,Tiny-G,F,,
N,Cha Hakyeon,차학연,30/06/1990,South Korea,VIXX,M,,
Nada,Yoon Yejin,윤예진,24/05/1991,South Korea,,F,,
Naeun,Son Naeun,손나은,10/02/1994,South Korea,,F,,
Naeun,Lee Naeun,이나은,05/05/1999,South Korea,APRIL,F,,
Nagomi,Abe Nagomi,아베 나고미,02/07/2007,Japan,Madein,F,,
Nahyun,Kim Nahyun,김나현,09/12/1995,South Korea,Sonamoo,F,,
Nahyun,Kang Nahyun,강나현,25/01/2002,South Korea,PRIMROSE,F,,
Nako,Yabuki Nako,야부키 나코,18/06/2001,Japan,IZ*ONE,F,,
Nakta,Shin Yooncheol,신윤철,24/04/1993,South Korea,Daegu,M,,
Nakyung,Lee Nakyung,이나경,01/06/2000,South Korea,fromis_9,F,,
Nakyung,Kim Nakyung,김나경,13/10/2002,South Korea,tripleS,F,,
Namjoo,Kim Namjoo,김남주,15/04/1995,South Korea,Apink,F,,
Nana,Im Jinah,임진아,14/09/1991,South Korea,After School,F,,
Nana,Kwon Nayeon,권나연,09/03/2001,South Korea,woo!ah!,F,,
Nana,Ezumi Nana,에즈미 나나,06/06/2007,Japan,UNIS,F,,
Nancy,Nancy Mcdonie,낸시 맥다니,13/04/2000,South Korea,MOMOLAND,F,,
Nara,Kwon Nara,권나라,13/03/1991,South Korea,Hello Venus,F,,
Narachan,Jung Hyunwoo,정현우,23/09/1996,South Korea,MONT,M,,
Narae,Park Narae,박나래,23/02/1988,South Korea,SPICA,S,,
Nari,Kim Nari,김나리,05/10/1992,South Korea,,Wassup,F,
Narin,Lee Narin,이나린,29/10/2001,South Korea,Bling Bling,F,,
Narin,Lee Eunseo,이은서,06/06/2000,South Korea,Queenz Eye,F,,
Narsha,Park Hyojin,박효진,28/12/1981,South Korea,Brown Eyed Girls,F,,
Nason,Kim Duyeop,김두엽,12/06/1995,South Korea,CHECKMATE,M,,
Natty,Ahnatchaya Suputhipong,아낫차야 수푸티퐁,30/05/2002,Thailand,KISS OF LIFE,F,,
Nayeon,Im Nayeon,임나연,22/09/1995,South Korea,Twice,F,,
Nayeon,Kim Nayeon,김나연,19/04/2010,South Korea,Hearts2Hearts,F,,
Nayoung,Kim Nayoung,김나영,23/11/1995,South Korea,Gugudan,F,,
Nayoung,Im Nayoung,임나영,18/12/1995,South Korea,Pristin,F,,
Nayoung,Kim Nayoung,김나영,30/11/2002,South Korea,LIGHTSUM,F,,
Nayu,Kim Yewon,김예원,23/07/2002,South Korea,ILY:1,F,,
Nayun,Kim Nayun,김나윤,31/07/1998,South Korea,MOMOLAND,F,,
NC.A,Im Soeun,임소은,07/10/1996,South Korea,UNI.T,F,,
New,Choi Chanhee,최찬희,26/04/1998,South Korea,The Boyz,M,,
New Sun,Choi Yoonsun,최윤선,19/06/1997,South Korea,Sonamoo,F,,
Ni-Ki,Nishimura Riki,니시무라 리키,09/12/2005,Japan,ENHYPEN,M,,
Nichkhun,Nichkhun Horvejkul,닛차쿤 허라웻차꾼,24/06/1988,Thailand,2PM,M,,
Nicole,Nicole Jung,정니콜,07/10/1991,South Korea,KARA,F,,
Niel,Ahn Daniel,안다니엘,16/08/1994,South Korea,Teen Top,M,,
Nien,Hsu Nien Tsu,쉬니엔츠,02/06/2003,Taiwan,tripleS,F,,
Nina,Nina Nadia Mateer,니나 나디아 마티어,15/03/2003,Australia,IRRIS,F,,
Nine,Jung Wookjin,정욱진,13/12/1999,South Korea,OnlyOneOf,M,,
Ningning,Ning Yizhuo,닝이쭤,23/10/2002,China,aespa,F,,
Nizz,Hwang Sujeong,황수정,07/07/2001,South Korea,X:IN,F,,
Noah,Hwang Seundae,황승대,18/03/1998,South Korea,CHECKMATE,M,,
Noah,Song Yubin,송유빈,02/08/2000,South Korea,T1419,M,,
Noeul,No Eul,노을,10/05/1989,South Korea,Rainbow,F,,
Nohyul,Lee Nohyul,이노율,18/06/2004,South Korea,CMDM,M,,
Nova,Maria Pavlovna Emelyanova,마리아 파블로브나 에멜야노바,10/10/2002,Russia,X:IN,F,,
Nvee,Florence Alena Smith,플로렌스 알레나 스미스,10/01/1999,USA,Blackswan,F,,
O.de,Oh Seungmin,오승민,11/06/2002,South Korea,Xdinary Heroes,M,,
O.V,Kim Sanchan,김상찬,03/01/1999,South Korea,D-CRUNCH,M,,
On,Choi Juhwan,최주환,16/10/2002,South Korea,T1419,M,,
On,Kim Dongwoo,김동우,-42,South Korea,ABLUE,M,,
Onda,Jo Selim,조세림,18/05/2000,South Korea,Everglow,F,,
Onejunn,Jo Wonjun,조원준,22/11/1988,South Korea,Boys Republic,M,,
Onew,Lee Jinki,이진기,14/12/1989,South Korea,SHINee,M,,
P-Goon,Park Sehyuk,박세혁,18/10/1991,South Korea,Seoul,M,,
P.O,Pyo Jihoon,표지훈,02/02/1993,South Korea,Block B,M,,
Park Kyung,Park Kyung,박경,08/07/1992,South Korea,Block B,M,,
Peniel,Shin Donggeun,신동근,10/03/1993,South Korea,BtoB,M,,
Pharita,Pharita Chaikong,파리따 차이콩,26/08/2005,Thailand,BABYMONSTER,F,,
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,10/01/2003,Thailand,Ghost9,M,,
PSY,Park Jaesang,박재상,31/12/1977,South Korea,Seoul,M,,
Q,Ji Changmin,지창민,05/11/1998,South Korea,The Boyz,M,,
Qri,Lee Jihyun,이지현,12/12/1986,South Korea,T-ara,F,,
ra.L,Yi Taehyun,이태현,29/09/2003,South Korea,TRENDZ,M,,
Rachel,Sung Nayeon,성나연,28/08/2000,South Korea,APRIL,F,,
Rain,Jung Jihoon,정지훈,25/06/1982,South Korea,Seosan,M,,
Raina,Oh Hyerin,오혜린,07/05/1989,South Korea,After School,F,,
Rainie,Chu Chingyu,주칭위,16/11/2000,Taiwan,PRIMROSE,F,,
Rakwon,Seok Rakwon,석락원,14/11/2003,South Korea,ATBO,M,,
Rano,Byun Yongseop,변용섭,10/12/1998,South Korea,E'LAST,M,,
Raon,Lee Seoyoung,이서영,21/01/2000,South Korea,ANS,F,,
Raots,Ren Yuchen,런위천,01/03/2000,China,JWiiver,M,,
Ravi,Kim Wonsik,김원식,15/02/1993,South Korea,VIXX,M,,
Ravn,Kim Yoongjo,김영조,02/09/1995,South Korea,Oneus,M,,
Rayeon,Lee Rayeon,이나연,24/11/2001,South Korea,FANATICS,F,,
Red,Lee Heejin,이희진,10/07/1991,South Korea,Pungdeng-E,F,,
Rei,Naoi Rei,나오이 레이,03/02/2004,Japan,IVE,F,,
Remi,Katsuno Rise,카츠노 리세,26/04/2001,Japan,Cherry Bullet,F,,
Ren,Choi Minki,최민기,03/11/1995,South Korea,NU'EST,M,,
Rena,Kang Yebin,강예빈,19/10/1998,South Korea,Hinapia,F,,
Renjun,Hwang Renjun,황런쥔,23/03/2000,China,NCT,M,,
Rex,Kim Minjun,김민준,27/07/2007,South Korea,DXMON,M,,
Ria,Kuwayama Ria,쿠와야마 리아,03/02/1998,Japan,BOTOPASS,F,,
Ricky,Yoo Changhyun,유창현,27/02/1995,South Korea,Teen Top,M,,
Ricky,Shen Quanrui,션취안루이,20/05/2004,China,ZEROBASEONE,M,,
Rie,Lee Seungho,이성호,06/11/1996,South Korea,OnlyOneOf,M,,
Rihan,Choi Yeonsik,최연식,22/05/1998,South Korea,JWiiver,M,,
Riho,Jin Seungwook,진승욱,01/03/1998,South Korea,VARSITY,M,,
Riina,Lee Seunghyeon,이승현,21/02/2001,South Korea,H1-KEY,F,,
Rina,Kang Soeun,강소은,27/09/2001,South Korea,Weki Meki,F,,
Rinji,Hwang Rinji,황린지,05/05/2006,South Korea,Pixy,F,,
Rio,Son Gwanghyuk,손광혁,16/07/1999,South Korea,14U,M,,
Ririka,Kishida Ririka,키시다 리리카,02/07/2002,Japan,ILY:1,F,,
Riwon,Kim Riwon,김리원,11/01/2007,South Korea,CLASS:y,F,,
Riwoo,Lee Sanghyeok,이상혁,22/10/2003,South Korea,BOYNEXTDOOR,M,,
RM,Kim Namjoon,김남준,12/09/1994,South Korea,BTS,M,,
Roa,Kim Minkyung,김민경,29/07/1997,South Korea,Hinapia,F,,
Roa,Kwak Jieun,곽지은,06/10/1994,South Korea,,F,,
Rocky,Park Minhyuk,박민혁,25/02/1999,South Korea,,M,,
Roda,Shin Joongmin,신중민,19/09/1998,South Korea,MONT,M,,
Roel,Kim Sunho,김선호,13/02/1997,South Korea,ARGON,M,,
Rokhyun,Kim Rokhyun,김록현,10/02/1991,South Korea,FAVE1,M,,
Romin,Choi Youngmin,최영민,24/04/2001,South Korea,E'LAST,M,,
Ron,Cheon Byeonghwa,천병화,22/01/1991,South Korea,WE:A,M,,
Rona,Chang Ching,장찡,05/06/2002,Taiwan,ILY:1,F,,
Roni,Jeong Rowoon,정로운,31/07/1994,South Korea,,F,,
Rora,Lee Dain,이다인,05/08/2008,South Korea,BABYMONSTER,F,,
Roshin,Bae Sijun,배시준,13/04/2001,South Korea,JWiiver,M,,
Rosé,Roseanne Park,로잔느 박,11/02/1997,South Korea,BLACKPINK,F,,
Rowoon,Kim Seokwoo,김석우,07/08/1996,South Korea,,F,,
Royeon,Jeon Hyunjoo,전현주,20/02/1998,South Korea,ANS,F,,
Rubin,Lee Haejoon,이해준,16/08/1995,South Korea,1TEAM,M,,
Ruby,Heo Jiwon,허지원,21/08/2002,South Korea,PRIMROSE,F,,
Rui,Watanabe Rui,와타나베 루이,08/10/1994,Japan,H.U.B,F,,
Rui,Jang Rui,장루이,07/03/2000,South Korea,7 O'clock,M,,
Ruka,Kawai Ruka,카와이 루카,20/03/2002,Japan,BABYMONSTER,F,,
Ryeowook,Kim Ryeowook,김려욱,21/06/1987,South Korea,Super Junior,M,,
Ryujei,Chae Hocheol,채호철,08/11/1997,South Korea,JWiiver,M,,
Ryujin,Shin Ryujin,신류진,17/04/2001,South Korea,ITZY,F,,
S.Coups,Choi Seungcheol,최승철,08/08/1995,South Korea,Seventeen,M,,
Saebom,Kim Saerok,김새록,30/01/1997,South Korea,NATURE,F,,
Saebom,Kim Seyoung,김세영,13/01/1995,South Korea,Favorite,F,,
Saebyeok,Shim Jaeyoung,심재영,09/11/1996,South Korea,Ho1iday,F,,
Saebyeol,Han Saebyeol,한새별,23/05/1996,South Korea,Matilda,F,,
Saena,Jung Sehyun,정세현,12/03/2004,South Korea,FIFTY FIFTY,F,,
Saerom,Lee Saerom,이새롬,07/01/1997,South Korea,fromis_9,F,,
Sakang,Jeon Sakang,정사강,26/10/2002,South Korea,TheEastLight,M,,
Sakura,Miyawaki Sakura,미야와키 사쿠라,19/03/1998,Japan,LE SSERAFIM,F,,
Sally,Liu Xiening,류셰닝,23/10/1996,China,Gugudan,F,,
Samuel,Kim Samuel,김사무엘,17/01/2002,South Korea,Los Angeles,M,,
San,Choi San,최산,10/07/1999,South Korea,ATEEZ,M,,
Sana,Minatozaki Sana,미나토자키 사나,29/12/1996,Japan,Twice,F,,
Sandeul,Lee Junghwan,이정환,20/03/1992,South Korea,B1A4,M,,
Sang,Cui Xiang,최상,26/01/1995,China,Clear:I,F,,
Sanga,Lee Sanga,이상아,05/08/1999,South Korea,,F,,
Sangah,Yoo Sangah,윤상아,04/09/2002,South Korea,LIGHTSUM,F,,
Sangdo,Yoo Sangdo,유상도,02/03/1993,South Korea,Topp Dogg,M,,
Sangho,Jo Sangho,조상호,10/02/1995,South Korea,SNUPER,M,,
Sanghoon,Lee Sanghoon,이상훈,23/12/1993,South Korea,,F,,
Sangil,Shim Sangil,심상일,01/05/1993,South Korea,SNUPER,M,,
Sangmin,Kim Sangmin,김상민,07/07/1992,South Korea,CROSS GENE,M,,
Sangwoo,Kim Sangwoo,김상우,03/09/2002,South Korea,JUST B,M,,
Sangyeon,Lee Sangyeon,이상연,04/11/1996,South Korea,The Boyz,M,,
Sanha,Yoon Sanha,윤산하,21/03/2000,South Korea,ASTRO,M,,
Sarang,Choi Sarang,최사랑,30/11/2007,South Korea,Candy Shop,F,,
Satbyeol,Jeon Yujin,전유진,27/02/2001,South Korea,,F,,
Sea,Kim Sujeong,김수정,05/12/1999,South Korea,Highteen,F,,
Sebin,Jang Sebin,장세빈,24/04/1996,South Korea,SNUPER,OMEGA X,M,
Seea,Kang Eunyoung,강은영,21/08/1994,South Korea,Pink Fantasy,F,,
Seeun,Yoon Seeun,윤세은,14/06/2003,South Korea,STAYC,F,,
Seeun,Park Seeun,박세은,17/08/2005,South Korea,xikers,M,,
Segye,Shin Segye,신세계,19/08/1998,South Korea,AREAL,F,,
Sehun,Oh Sehun,오세훈,12/04/1994,South Korea,EXO,M,,
Sehyung,Kang Sehyung,강세형,13/12/1998,South Korea,Berry Good,F,,
Sei,Lee Seojung,이서정,07/01/2000,South Korea,Weki Meki,F,,
Seita,세이타,21/02/2003,Japan,DXMON,M,,,
